id,created_at,text
538110636748992512,2014-11-27 23:22:28,"WHAT TIME WILL IT BE WHEN LIL B FOLLOWS 1 MILLION PEOPLE ??? LIL B FOLLOWED 1 MILLION PEOPLE WITH HIS BARE HANDS, BLESS THIEH - Lil B"
538107764581470209,2014-11-27 23:11:03,WHOS GUNA BE WITH ME TODAY LOOKING AT MY PAGE AND BEING EXCITED BECAUSE IM A DAMN CUTIE AND I FOLLOWED 1 MILLION PEOPLE I WANTED 2 - Lil B
538107322628059136,2014-11-27 23:09:17,#LILBFOLLOWED1MILLIONPEOPLEBYHAND - Lil B
538106513164734464,2014-11-27 23:06:04,"everyone that i follow should feel extremely lucky and proud, choosing 1 million people  i wanted to follow and by hand i did that - Lil B"
538078070410735616,2014-11-27 21:13:03,LIL B will be the first and is making history today!! He will successfully followed 1 million select people with his hands no bots - Lil B
537777619039563777,2014-11-27 01:19:10,"I will be gold plating my hands tomorrow it will be a historical day, i have followed with my own hands 1 million people,    LIL B - Lil B"
537452479508520960,2014-11-26 03:47:11,Less opinion more perspective - Lil B
536747791142240256,2014-11-24 05:07:00,"GIRLS CAN YOU TWEET ME THE LINK TO MY NEW VIDEO "" LIL B LECTURING AT MIT"" - Lil B"
536031438005485569,2014-11-22 05:40:28,"MIT x LIL B UNIVERSITY LECTURE WAS HISTORY, I CAN SEE WHY MIT IS RANKED #1 AMAZING STUDENTS AND STAFF, I SEEN THE FUTURE TODAY - Lil B"
535613574279077889,2014-11-21 02:00:01,Hey i love you and your family!!! DM ME if you are in BOSTON MA right now!!! -   Lil B
535192446255501312,2014-11-19 22:06:37,"If you drop food in your car dont worry, make sure to keep your eyes on the road and when you are safe take a look, our life love u - Lil B"
535174261426896896,2014-11-19 20:54:21,"RT THIS if you get emotional when you text your parents or loved ones, because you no they wont be here alive forever, your amazing - Lil B"
534876361043615744,2014-11-19 01:10:36,SHOUTS OUT TO LONG ISLAND AND SHOUTS OUT TO NNEW YORK !! I LOVE YOU AND YOUR FAMILY!!! - Lil B
534536119338033152,2014-11-18 02:38:36,Do you care that i love you ?what if i want your family to be safe and happy? I love you give me a hug! (Give me a hug/ be honest) - Lil B
534440786990202880,2014-11-17 20:19:47,I LOVE YOU AND YOUR FAMILY!!! YOU ARE AMAZING!!!! ALWAYS!! I LOVE YOU - Lil B
534400574947463168,2014-11-17 17:40:00,Black history by white people - Lil B
533533226757681152,2014-11-15 08:13:28,SHOUTS OUT TO  ARNOLD SCHWARZENEGGER !!!!!!!!!!! - Lil B
533376738781196288,2014-11-14 21:51:38,I think im BasedGod muah! Ooooooaaaahhh - Lil B
533261244027768833,2014-11-14 14:12:42,"THE TRUTH CAN SET YOU FREE, WITH UNDERSTANDING AND MATURITY OF WHAT THAT MEANS - Lil B"
533027811330494464,2014-11-13 22:45:08,I LOVE YOU LIFE IS GOOD BECAUSE WE ARE HAPPY!! I LOVE YOU AND YOUR FAMILY!!!! I LOVE YOU UNTIL... LETS LIVE - Lil B
532987518824615936,2014-11-13 20:05:01,"GIRLS CAN YOU TWEET ME THE LINK TO MY NEW VIDEO "" THINK IM BASEDGOD REMIX "" - Lil B"
532792312179335169,2014-11-13 07:09:20,THEY CANT SEE B - Lil B
532633833917911040,2014-11-12 20:39:36,"I love you and your family lets bring peace the violence in the world is makin people look funny and like a joke, i love you - Lil B"
532602704561201152,2014-11-12 18:35:54,LIL B RAWEST RAPPER EVER - Lil B
532594505078550528,2014-11-12 18:03:19,"We all got a voice stand up against violence, if its close to your home stand up against rape no means no clean up the streets - Lil B"
532591626628366336,2014-11-12 17:51:53,LIL B RAWEST RAPPER ALIVE - Lil B
532313406544441345,2014-11-11 23:26:20,Hey love you! DM ME if you are in VANCOUVER CANADA - Lil B
531943890589609986,2014-11-10 22:58:01,Hey DM ME if you are coming to rare    Lil B show tonight in Victoria bc ! - Lil B
531834139486732288,2014-11-10 15:41:54,"I love you, Spread this around the world - Lil B"
531761763843190784,2014-11-10 10:54:18,Calgary!! Tell TIP wasup and love him!! We at same hotel on the same floor!! -   Lil B
531626370615345152,2014-11-10 01:56:18,"Hey DM ME if you are coming to extremely rare ""Lil B"" show in Calgary canada tonight! Shouts out Alberta!! -    Lil B"
531593278680862720,2014-11-09 23:44:48,Hey love you! DM ME if you are in CALGARY CANADA - Lil B
531488706595528704,2014-11-09 16:49:16,You are amazing thanks for waking up today !!!! I mean that!! And lil b loves you!!! - Lil B
531250959519719426,2014-11-09 01:04:33,"I love waving at people or smiling when im driving, the people that really appreciate the big things in life make me happy love you - Lil B"
530891895854366720,2014-11-08 01:17:46,Appreciate breathing - Lil B
530813449454878720,2014-11-07 20:06:03,"Its a beautiful day in east oakland today, i cant wait until my love picks up every street corner and every piece of trash outside!! - Lil B"
530746442646687744,2014-11-07 15:39:47,"No drunk driving around me or anyone that i love, i wont let you put yourself and others at risk for harm, i love you so much - Lil B"
530548743997620224,2014-11-07 02:34:12,Happy people are amazing - Lil B
530052051754299392,2014-11-05 17:40:31,THE NEXT UNIVERSITY LECTURE LIL B WILL BE DOING IS AT MIT! Massachusetts Institute of Technology University in Cambridge !! NOV 21st - Lil B
529799543693377536,2014-11-05 00:57:09,THE NEXT LIL B COLLEGE LECTURE WILL BE AT  MASSACHUSETTS INSTITUTE OF TECHNOLOGY !!!!! MIT COLLEGE!!!! NOV 21st 2014 !!! HISTORY!!! - Lil B
529731272961441792,2014-11-04 20:25:52,"Nobody is ugly, if you ever have been called ugly before they were wrong. You just have not met the person that understands you - Lil B"
529725208270503936,2014-11-04 20:01:46,We are not ugly and we are a team RT THIS AND LET THE WORLD HEAR US - Lil B
529719608203161600,2014-11-04 19:39:30,You are not ugly - Lil B
529674370793635840,2014-11-04 16:39:45,LOVE YOU FAM - Lil B
529493252391464960,2014-11-04 04:40:03,LIL B WILL BE ANNOUNCING WHICH SCHOOL HIS NEXT COLLEGE LECTURE IS GOING TO BE AT TOMORROW AFTERNOON!!!! - Lil B
529490167493455872,2014-11-04 04:27:48,Dark - Lil B
529458356566515712,2014-11-04 02:21:23,"i want all the rappers from Chicago thats really from the streets and thuggin to make it out i love you an be safe, stand together - Lil B"
529362954961956864,2014-11-03 20:02:18,Egypt - Lil B
529309893610582016,2014-11-03 16:31:27,shout out to china shout out asia - Lil B
529069977341399040,2014-11-03 00:38:06,worldwide trending - Lil B
529068556445433856,2014-11-03 00:32:28,"love me, and don't forget to love me - Lil B"
529067162535616512,2014-11-03 00:26:55,"its time we get closer to understanding the food we eat, the death and the pain the follow with the meal, respect the pain LOVE YOU - Lil B"
529063720421306368,2014-11-03 00:13:15,JADEN SMITH - Lil B
528934079106805760,2014-11-02 15:38:06,I LOVE YOU SO MUCH!!! REMBER THAT I LOVE YOU AND DONT YOU EVER FORGET THAT - Lil B
528710490697265152,2014-11-02 00:49:38,Who's ready to see new Lil B photography? - Lil B
528218992268148738,2014-10-31 16:16:36,"I SAT DOWN 4 A SUMMA, I HIT LICKS ON MY OWN I DID SO MUCH UNDA I DID FUCKIN SMOTHA. I HIT LIKS 4 A SUMMA BIH CHIL SPT ME I KIL MY BM - Lil B"
528182921782255619,2014-10-31 13:53:16,"GIRLS CAN YOU TWEET ME THE LINK TO MY NEW VIDEO ""CHILD SUPPORT ME"" - Lil B"
527971899439988737,2014-10-30 23:54:44,"Dont deny the love you where born with, o yea let me guess you were born angry and hateful - Lil B"
527925240291024898,2014-10-30 20:49:20,Who seriously loves Lil B photography? I love you!!! - Lil B
527922919435804672,2014-10-30 20:40:06,"Also to all the kids that support in Lil B high school and middle school make sure you don't try and grow up to fast, its natural!! - Lil B"
527560975184982016,2014-10-29 20:41:52,Who is thankful to read this message? Who is not ashamed to be happy just for waking up today? Dont ever forget i love you - Lil B
527551136417337344,2014-10-29 20:02:47,"People happy is what makes life worth living, true positive spirited people are rooted with love, the joy they bring is contagious - Lil B"
527544145020080128,2014-10-29 19:35:00,Respect to bill clinton and uc davis!!! Also i want to say i love you and your family! Winter and summer you are amazing!!!!!!! - Lil B
527313281304633344,2014-10-29 04:17:37,"When your driving im thinking positive thoughts about your safety, by the least think of a positive thought for Lil B and smile - Lil B"
527249002820276224,2014-10-29 00:02:12,Extremely rare Lil B art - Lil B
526842955424731136,2014-10-27 21:08:43,"Make sure to always pick up your dog pop outside or if you see your cat use the bathroom and pick up with a bag, please be safe - Lil B"
526798090779385856,2014-10-27 18:10:26,Lil B is starting to consult company's and good news he has chosen his 1st company he will be taking on as a client! More news soon - Lil B
526522946035003392,2014-10-26 23:57:07,"Be humble and happy right now you are safe and not choking on food, or in pain or anger or having feelings of extreme hate i love u - Lil B"
526519682992308224,2014-10-26 23:44:09,"Take this time to smile because you are most important, i love you - Lil B"
526444673284321281,2014-10-26 18:46:05,CALI GOV JERRY BROWN SIGNED TWO BILLS THAT WILL HELP FUND AN INCREASE IN CAL GRANT B TO HELP LOW INCOME COLLEGE STUDENTS!!!?! - Lil B
526443109127684096,2014-10-26 18:39:52,MAKE SURE TO CHECK OUT PROP E IN SAN FRANSISCO THATS THE SODA TAX! 24 CENTS GOING TO BE ADDED TO 12ounce SODA WHAT U THINK? VOTE UP! - Lil B
526441154196144129,2014-10-26 18:32:06,PROP J IN SAN FRANSISCO WANTS TO BOOST MINUM WAGE TO $15 BY JULY 1 2018!!!!!! WHAT PROPS ARE GOING ON IN YOUR CITY? TELL ME ON DM! - Lil B
526439987567292416,2014-10-26 18:27:28,THERE IS  PROP H IN SAN FRANCISCO WERE THEY ARE TRYING TO PUT FAKE GRASS IN THE GOLDEN GATE PARK !! 4 ARTIFICIAL TURF FIELDS!?? - Lil B
526438658585288704,2014-10-26 18:22:11,ALSO MAKE SURE TO THANK THE SILICON VALLEY BUS DRIVERS AND THE AIPORT BUS DRIVERS BECAUSE I HEAR THEY WORK LONG UNSAFE HOURS!!! - Lil B
526437710618054656,2014-10-26 18:18:25,PROP F IN SAN FRANSISCO WANTS TO CHANGE WATERFRONT HEIGHT 40 TO 90 FEET TO MAKE ART -WORK SHOPS UP TO 600 UNITS HOUSING N MORE????? - Lil B
526436765033185281,2014-10-26 18:14:40,there is a prop in san Francisco going around called prop c and it claims that it will go to children's funds libraries arts 135 mil - Lil B
526180735716057089,2014-10-26 01:17:18,Glad your alive laugh to live! - Lil B
526154484125159425,2014-10-25 23:32:59,"Who loves Lil B and is not scared to show it? DM ME the truth, also who loves Lil B and feels like Lil B is there friend? Or pa ?  - Lil B"
526041720299855873,2014-10-25 16:04:54,CHICAGO I LOVE YOU! - Lil B
526036745201020928,2014-10-25 15:45:08,Lil B ultimate bitch mixtape still in rotation heavy - Lil B
526020391957831681,2014-10-25 14:40:09,Girls who wants to smell or lick my butt?? Girls DM ME serious only!!!! - Lil B
525762009636167680,2014-10-24 21:33:25,Are there any props you are interested in talking about in your city? Like san Francisco prop E? cool people let me no ur thoughts - Lil B
525746037684961281,2014-10-24 20:29:57,LIL B IS SO RAW I LOVE HIM SO MUCH HE IS GETTING YOUNGER!!!! - Lil B
525744495061901312,2014-10-24 20:23:50,L I L B - Lil B
525664875779854336,2014-10-24 15:07:27,Based fam we dont stop protect lil b!! Im exited for more rare Lil B art!!!  - Lil B
525362160994910208,2014-10-23 19:04:34,"That nerdy fat bitch yes sir she fucked "" The BasedGod"" - Lil B"
525132038899105793,2014-10-23 03:50:09,"GIRLS MAKE SURE NOT TO BOX YOURSELF IN TO WHAT PEOPLE THINK BEING A GIRL MEANS, BE YOURSELF AND LIVE YOUR OWN DREAM, BOYS TO  - Lil B"
525115453639651328,2014-10-23 02:44:14,dont forget to love the people who truly love you while you they are alive!! - Lil B
525044975193448448,2014-10-22 22:04:11,Dont be so busy trying to prove your grown or independent to your parents or friends that you forget to love them -     Lil B
524656810901659648,2014-10-21 20:21:46,"I LOVE TRUE HONEST PEOPLE.. THANK YOU AND TO THE PEOPLE THAT ARE LEARNING WHAT IT MEANS TO HAVE A CONSCIOUS OR EMPATHY, IM FOR YOU - Lil B"
524003770452029440,2014-10-20 01:06:49,"Take this day to realize how special you are, protect me from the fake i appreciate you for waking up and i love you life is amazing - Lil B"
523896868980670464,2014-10-19 18:02:01,"I HAVE NO RESPECT FOR CANCER THE DISEASE, NOR DO I HAVE LOVE FOR STROKES OR BLOOD CLOTS,  IM CONFIDENT WE WILL HAVE A CURE, I LOVE U - Lil B"
523557424037257216,2014-10-18 19:33:11,ULTIMATE BITCH MIXTAPE FRONT TO BACK ALL DAY - Lil B
523142723642359811,2014-10-17 16:05:19,"LIL B FORGAVE KEVIN DURANT ""THE BASEDGOD"" DID NOT,  AS THE STORY UNFOLDS - Lil B"
522899990289457152,2014-10-17 00:00:47,"God bless everyone who has had a stroke and survived. I love you and i love you parents, im sorry for the pain you or they have seen - Lil B"
522206830965972992,2014-10-15 02:06:25,"SELLIN FAT BITCHES AND I SELL OFF SKINNY I LOVE THAT THICK BITYCH AND I LOVE SKINNY MINNIE, I FUK FAT BITCHES AND I LOV FUKIN SKINYY - Lil B"
522204616692219904,2014-10-15 01:57:37,IM LIKE A DAMN BARBER CUZ IM CLIPPIN ERY HO CLIP A DAMN BITCH THATS JUST HOW DA GAM GOUH - Lil B
522203540559630336,2014-10-15 01:53:20,I CANT SKIP A SONG ON ULTIMATE BITCH MIXTAPE!!! - Lil B
522189638346088448,2014-10-15 00:58:06,ANYONE WHO HAS DOWNLOADED ULTIMATE BITCH MIXTAPE ALREADY AND UPLOADS ANY PARTS WILL BE OUTLAWED FROM BASEDWORLD - Lil B
522188967534284801,2014-10-15 00:55:26,I HAD TO TAKE THE MIXTAPE BACK THE INTERNET WASENT READY!!!!! LOVEV YOU!! - Lil B
522140515664285696,2014-10-14 21:42:54,LOVE YOU BASED FAM!! ITS REAL AND FOR U PEOPLE THAT PUT BASED ON UR NAME AND TALK ABOUT LIL B LIKE U NO WASUP SHUT UP  - Lil B
522052491106480129,2014-10-14 15:53:07,"when i was younger i almost lost myself trying to find myself, now i love myself and accept myself, working on flaw, pursuit of love - Lil B"
521893912282431489,2014-10-14 05:22:59,"GIRLS CAN YOU TWEET ME THE LINK TO MY NEW VIDEO ""GIRL WHEN I WANT YOU "" - Lil B"
521693852818616320,2014-10-13 16:08:01,"Hey anyone wearing fake Lil B merch or taking pics, supporting fake Lil B merch for sale !! will be banned from basedworld 4 life - Lil B"
521414173826097153,2014-10-12 21:36:41,"I THOUGHT THE CURSE WAS OVER BASEDGOD! PLEASE I NEED TO TALK TO "" THE BASEDGOD "" I THOUGHT THE CURSE WAS OVER ! (SCREAMING) - Lil B"
521409864010964992,2014-10-12 21:19:33,SHOUTS OUT TO THE WHOLE RAP GAME AND ALL RAPPERS !!! AND THE RAPPERS THAT ARE GOOD PEOPLE! AND HELP OTHER RAPPERS BECOME HAPPY!!! - Lil B
521395071766130689,2014-10-12 20:20:46,"Respect to all the people who live by trusting the honesty and integrity of other humans, To the people that work thank you. - Lil B"
521066684354793472,2014-10-11 22:35:53,Oakland ca lesbian women are the future!!! And they have kids to!!! Salute to the women!!!  Im pushing for the ladies ! Blue hair! - Lil B
520699065411981314,2014-10-10 22:15:05,"I want to send a blessing to your health and amazing life, YES YOUR LIFE IS AMAZING! What grants amazing? Just breathing the air - Lil B"
520305768428347392,2014-10-09 20:12:16,"I love you so much i pray your family stays safe away from fraud fake  love, you are so amazing thank you for reading this!!!  - Lil B"
520263499436392448,2014-10-09 17:24:18,LIL B I GOT YOU AND I SEE - Lil B
519991676584984576,2014-10-08 23:24:11,I LOVE MARSHES AND BIRDS SO MUCH!!!! I LOVE THE EARTH AND WORLD!!! I WANT TO HUG YOU AND THE EARTH BECAUSE IT IS GREAT! THE WATER 2 - Lil B
519836509281607680,2014-10-08 13:07:36,I LOVE YOU!!!! - Lil B
519615524842381314,2014-10-07 22:29:29,Are there any props or laws going on around your city and state you are interested or excited about? DM ME or message me up!! Love!! - Lil B
519591017813528578,2014-10-07 20:52:06,LIL B GIVES ME LIFE! - Lil B
519057809632026624,2014-10-06 09:33:20,ultimate bitch mixtape is done!!! words from Lil B!! - Lil B
518845759018397697,2014-10-05 19:30:43,EVERYBODY IN THE WORLD NO THIS!!! IM THE ULTIMATE BITCH!!! - Lil B
518832559061757952,2014-10-05 18:38:16,SHOUTS OUT TO ALL THE HOMEBOYS AND MY HOMIES AROUND THE WORLD - Lil B
517808303997337602,2014-10-02 22:48:14,"I still have developed one of the top apps in the world! Iphone ""basedmoji"" - Lil B"
517803686559350785,2014-10-02 22:29:53,I love you have a great day i love you -   Lil B
517756420583096321,2014-10-02 19:22:04,Great meeting with apple today!!! Shouts out to apple for reaching out!!!!!!!!! Major love - Lil B
517707068921237504,2014-10-02 16:05:58,Lil B ultimate bitch mixtape 90 % done!!! Just got word from Lil B hes in basedworld studios as we speak!! - Lil B
517494936992612352,2014-10-02 02:03:02,"The person that loves you the most wont live forever, be happy for now, even down to our breath - Lil B"
517433307685216258,2014-10-01 21:58:08,"I have been painting with Love in my heart, Lil B has drawn  some extremely rare art straight from the balance and places of love - Lil B"
516736905606479872,2014-09-29 23:50:53,FREE THE HATE FROM YOUR SYSTEM - Lil B
516707333766778880,2014-09-29 21:53:22,Friends dont need to have sex together friends can stay friends and enjoy being alive together - Lil B
516705507617144832,2014-09-29 21:46:07,When there is true love there is no need for sex - Lil B
516704772334706688,2014-09-29 21:43:12,Love is better then sex - Lil B
516682951401435136,2014-09-29 20:16:29,AND STOP ASSOCIATING ME WITH A CULT OR RELIGION I AM LIVING TRUTH AND ART LOOK AT WHAT WAS SENT TO HELP AND PROTECT YOUR FAMILY  -  Lil B
516674809745653760,2014-09-29 19:44:08,"LIL B IS SO EXTREMELY  #RARE HE DIDNT DO MANY SHOWS THIS YEAR BECAUSE HE DOES EVERYTHING THAT HE WANTS TO, LIL B IS TRUE ART, RAW - Lil B"
516672745573453825,2014-09-29 19:35:56,"LIL B MEANS EVERYTHING TO ME AND IM SERIOUS PROTECT LIL B AND LIL B ART WITH EVERYTHING, LOVE YOU - Lil B"
516412875041017856,2014-09-29 02:23:18,"Just got word from Lil B .. basedworld studios ""Think Im Basedgod Remix"" will be on ""Lil B"" ultimate bitch mixtape!!!!! Cool!!!!!!! - Lil B"
516358463468109825,2014-09-28 22:47:05,"Sex does not make you cool or seem older or mature, sex is very personal and can be scary, alot of people are not ready to make love - Lil B"
516252035252224000,2014-09-28 15:44:11,I LOVE YOU JAPAN AND ERIKO WATER RELEASE I LOVE YOU THANK YOU FOR LOVING LIL B EVERYDAY OF YOUR LIFE WHEN YOU FOUND OUT ABOUT HIM - Lil B
516044195140608002,2014-09-28 01:58:18,"REAL LOVE CAN SAVE A WORLD, I HAVE REAL LOVE IN MY HEART AND SOUL, I WAKE UP WITH LOVE AND GO TO SLEEP WITH VISIONS OF PEACE  - Lil B"
516025832016322562,2014-09-28 00:45:20,"I HAVE WORDS FROM ""THE BASEDGOD"" HE SAYS HE WILL BE GIVING HIS THOUGHTS ON THE KEVIN DURANT CURSE AND IF IT ITS NO LONGER IN EFFECT - Lil B"
515994751439351808,2014-09-27 22:41:50,BASED FAM I LOVE YOU! - Lil B
515979607506313217,2014-09-27 21:41:39,"Always have honor with whatever you do dont hide about it, have honor - Lil B"
515941118329249793,2014-09-27 19:08:42,MY ACCOUNTS ARE BACK I HAD A CONVO WITH THE HACKERS WE ARE GOOD BASEDWORLD THANK YOU TASKFORCE FOR PROTECTING ME - Lil B
515735344256274433,2014-09-27 05:31:02,PROTECT LIL B !!!! TASK FORCE AND BASED FAM LET YOUTUBE   AND GMAIL NO LIL B ACCOUNTS HAVE BEEN ILLEGALLY HACKED!!! - Lil B
515723501575995392,2014-09-27 04:43:59,LIL B YOUTUBE ILLEGALLY HACKED AND HIS EMAIL! ALL TASKFORCE PROTECT LIL B TELL POLICE AND YOUTUBE!! PROTECT LIL B! FROM HARM!!  -   Lil B
515721215902633984,2014-09-27 04:34:54,"MY EMAIL GOT HACKED AGAIN, = MY YOUTUBE HACKED, THE POLICE NEED TO GET INVOLOVED THIS IS ILLIGAL AND NOT COOL, HACKING? GOOD PPL? - Lil B"
515693066741506048,2014-09-27 02:43:02,i want you to no to the hackers that hacked Lil B fb pages and his gmail that was really mean of you to hack a unsigned artist   - Lil B
515658850544779265,2014-09-27 00:27:05,My email and facebook accounts got hacked!! Have gmail and facebook hit me up basedworld and based fam protect Lil B!!! - Lil B
515544255004041217,2014-09-26 16:51:43,Lil B got my love! Real art thank you -    Lil B
514999467649425409,2014-09-25 04:46:55,WHO SAID HARRY STYLES WAS FROM THE HOOD (LIL B VOICE) - Lil B
514991591274983424,2014-09-25 04:15:38,Chicago i love you! - Lil B
514865262894399488,2014-09-24 19:53:39,and shouts out to ohio!!!! - Lil B
514864614908395521,2014-09-24 19:51:04,LIFES SO AMAZING!!! THANK YOU LIL B FOR CHANGING THE WORLD AND MAKING MUSIC THE WAY IT IS TODAY! YOU ARE GOD AND DAD!! LOVE YOU - Lil B
514083994405576704,2014-09-22 16:09:10,"Please dont throw your trash away on the ground or outside in the water, wait until you can recycle it or dump in trash , i love you - Lil B"
513774190390824960,2014-09-21 19:38:07,"RT THIS if your worried about your parents health, or care about them - Lil B"
513439464463413248,2014-09-20 21:28:02,"WORKING ON ON MY TOP 100 IPHONE APP + TOP 50 LIFESTYLE APP ""BASEDMOJI"" GOING TO BE WORKING ON NEW UPDATES FOR YALL SOON!!! LOVE YOU! - Lil B"
513088066227937280,2014-09-19 22:11:42,"GIRLS CAN YOU TWEET ME THE LINK TO MY NEW VIDEO ""RENT DUE"" - Lil B"
512680205874638848,2014-09-18 19:11:00,I LOVE YOU! - Lil B
511212739650281472,2014-09-14 17:59:49,LIL B IS SO RAW AND THERE IS NO OTHER QUESTION TIME LOVE - Lil B
510976193181401088,2014-09-14 02:19:52,Yes Lil B is saying something - Lil B
510910201256370177,2014-09-13 21:57:38,"They need new Lil B music i understand, i been with Lil B at basedworld studios and may i say he is god and historical everytime - Lil B"
509776783894265856,2014-09-10 18:53:51,I need Lil B extremely rare art - Lil B
509775409173364736,2014-09-10 18:48:23,Its alot of fake Lil b fans that make fake Lil B clothes to steal from Lil B an make profit the fake based will burn for deceit - Lil B
509774681667158016,2014-09-10 18:45:29,I love you so much nd also give a positive thought to everyone in a hospital right now LIL B LOVES YOU SO MUCH protect him from fake - Lil B
509180306419908608,2014-09-09 03:23:39,Wasup based fam i need Lil B music!! - Lil B
508788177784434688,2014-09-08 01:25:29,"I pray every single person in emergency at the hospital feels better, i pray my core energy you can feel through this and pass it - Lil B"
508740399003729921,2014-09-07 22:15:37,Bless anyone who just had surgery and still is in pain. I love you so much thank you for waking up and staying strong today - Lil B
508700446186168320,2014-09-07 19:36:52,Send a silent blessing and positive thoughts to everyone in the emergency room right now just trying to get there bodies to normal - Lil B
508436471015940096,2014-09-07 02:07:55,LIL B is my pa and GOD and i will smother for him period - Lil B
508433413779361792,2014-09-07 01:55:46,I love Lil B so much forealforal and im dead serious and not joking at all lil b i love you Family friend and god thank you lil b - Lil B
508180955752701952,2014-09-06 09:12:36,Task force protects Lil B 24 hours a day everyday... Thank you - Lil B
507966639082450944,2014-09-05 19:00:58,LIL B MUSIC IS - Lil B
507702146855219200,2014-09-05 01:29:59,"I relate to heavy set or pudgy girls, you are beautiful that is first, also let the body you were born with shine bright! Love you - Lil B"
507697396298436608,2014-09-05 01:11:06,Keep smiling... Even if its inside - Lil B
507660430450233344,2014-09-04 22:44:13,"We all need to be inside a hospital to see reality and everyday is not normal, there are people ""our people"" who are in pain. - Lil B"
507657186948808704,2014-09-04 22:31:19,"Spend time at the hospital with a loved one, you realize everything is just a medium, you are the truth protected by, or misled? - Lil B"
507340676082589696,2014-09-04 01:33:37,Give a thumbs up and smile to all the children around the world they deserve freedom and peace of mind as well as dont forget elders - Lil B
506900976289058816,2014-09-02 20:26:25,"When you hear a person coughing pray for them and send a silent blessing, they may have been battling with a disease or illness - Lil B"
